A,Year,Month,Day,'TEMPERATURE_x, AIR AVERAGE (deg f),'TEMPERATURE_y, AIR MINIMUM (deg f),'TEMPERATURE, AIR MAXIMUM (deg f),rain
2240,2014,1,21,0,69,0,61,0,78,0.02
2241,2014,1,22,0,61,0,44,0,76,0.02
2242,2014,1,23,0,56,0,44,0,70,0.02
2243,2014,1,24,0,63,0,55,0,71,0.02
2244,2014,1,25,0,64,0,55,0,74,0.02
2245,2014,1,26,0,60,0,53,0,67,0.02
2246,2014,1,27,0,58,0,51,0,71,0.02
2247,2014,1,28,0,57,0,47,0,72,0.02
2248,2014,1,29,0,59,0,50,0,76,0.02
2249,2014,1,30,0,55,0,49,0,60,0.02
2250,2014,1,31,0,53,0,45,0,61,0.02
2251,2014,2,1,0,52,0,43,0,64,0.36
2252,2014,2,2,0,52,0,46,0,63,0.36
2253,2014,2,3,0,51,0,43,0,60,0.36
2254,2014,2,4,0,52,0,44,0,61,0.36
2255,2014,2,5,0,52,0,45,0,63,0.36
2256,2014,2,6,0,52,0,48,0,59,0.36
2257,2014,2,7,0,54,0,50,0,61,0.36
2258,2014,2,8,0,55,0,47,0,68,0.36
2259,2014,2,9,0,56,0,51,0,65,0.36
2260,2014,2,10,0,57,0,49,0,68,0.36
2261,2014,2,11,0,61,0,49,0,77,0.36
2262,2014,2,12,0,68,0,58,0,81,0.36
2263,2014,2,13,0,69,0,59,0,83,0.36
2264,2014,2,14,0,69,0,59,0,82,0.36
2265,2014,2,15,0,69,0,59,0,83,0.36
2266,2014,2,16,0,62,0,55,0,76,0.36
2267,2014,2,17,0,59,0,51,0,72,0.36
2268,2014,2,18,0,56,0,48,0,68,0.36
2269,2014,2,19,0,54,0,48,0,68,0.36
2270,2014,2,20,0,65,0,46,0,82,0.36
2271,2014,2,21,0,65,0,56,0,79,0.36
2272,2014,2,22,0,62,0,55,0,74,0.36
2273,2014,2,23,0,61,0,50,0,73,0.36
2274,2014,2,24,0,59,0,50,0,73,0.36
2275,2014,2,25,0,57,0,47,0,69,0.36
2276,2014,2,26,0,58,0,52,0,67,0.36
2277,2014,2,27,0,59,0,54,0,69,0.36
2278,2014,2,28,0,56,0,52,0,60,0.36
2279,2014,3,1,0,54,0,50,0,60,0.65
2280,2014,3,2,0,54,0,50,0,61,0.65
2281,2014,3,3,0,57,0,48,0,69,0.65
2282,2014,3,4,0,56,0,50,0,67,0.65
2283,2014,3,5,0,61,0,51,0,73,0.65
2284,2014,3,6,0,60,0,53,0,70,0.65
2285,2014,3,7,0,62,0,56,0,71,0.65
2286,2014,3,8,0,71,0,58,0,85,0.65
2287,2014,3,9,0,73,0,62,0,85,0.65
2288,2014,3,10,0,66,0,57,0,79,0.65
2289,2014,3,11,0,62,0,54,0,77,0.65
2290,2014,3,12,0,60,0,51,0,80,0.65
2291,2014,3,13,0,57,0,51,0,68,0.65
2292,2014,3,14,0,59,0,48,0,71,0.65
2293,2014,3,15,0,66,0,51,0,85,0.65
2294,2014,3,16,0,76,0,63,0,91,0.65
2295,2014,3,17,0,63,0,52,0,74,0.65
2296,2014,3,18,0,59,0,50,0,71,0.65
2297,2014,3,19,0,61,0,51,0,75,0.65
2298,2014,3,20,0,60,0,51,0,74,0.65
2299,2014,3,21,0,58,0,51,0,67,0.65
2300,2014,3,22,0,57,0,52,0,66,0.65
2301,2014,3,23,0,58,0,49,0,70,0.65
2302,2014,3,24,0,58,0,54,0,63,0.65
2303,2014,3,25,0,57,0,54,0,63,0.65
2304,2014,3,26,0,56,0,52,0,64,0.65
2305,2014,3,27,0,56,0,49,0,64,0.65
2306,2014,3,28,0,58,0,48,0,68,0.65
2307,2014,3,29,0,62,0,53,0,76,0.65
2308,2014,3,30,0,59,0,50,0,71,0.65
2309,2014,3,31,0,55,0,47,0,66,0.65
2310,2014,4,1,0,54,0,49,0,62,0.26
2311,2014,4,2,0,52,0,45,0,60,0.26
2312,2014,4,3,0,55,0,44,0,68,0.26
2313,2014,4,4,0,54,0,46,0,63,0.26
2314,2014,4,5,0,56,0,46,0,66,0.26
2315,2014,4,6,0,65,0,51,0,78,0.26
2316,2014,4,7,0,73,0,59,0,88,0.26
2317,2014,4,8,0,77,0,65,0,93,0.26
2318,2014,4,9,0,75,0,64,0,92,0.26
2319,2014,4,10,0,70,0,61,0,83,0.26
2320,2014,4,11,0,65,0,54,0,80,0.26
2321,2014,4,12,0,58,0,52,0,65,0.26
2322,2014,4,13,0,58,0,54,0,66,0.26
2323,2014,4,14,0,67,0,49,0,85,0.26
2324,2014,4,15,0,62,0,52,0,81,0.26
2325,2014,4,16,0,59,0,51,0,71,0.26
2326,2014,4,17,0,59,0,53,0,68,0.26
2327,2014,4,18,0,60,0,55,0,70,0.26
2328,2014,4,19,0,62,0,52,0,76,0.26
2329,2014,4,20,0,63,0,51,0,75,0.26
2330,2014,4,21,0,63,0,52,0,80,0.26
2331,2014,4,22,0,60,0,52,0,71,0.26
2332,2014,4,23,0,60,0,50,0,71,0.26
2333,2014,4,24,0,63,0,53,0,75,0.26
2334,2014,4,25,0,59,0,51,0,68,0.26
2335,2014,4,26,0,56,0,50,0,65,0.26
2336,2014,4,27,0,59,0,51,0,69,0.26
2337,2014,4,28,0,65,0,49,0,82,0.26
2338,2014,4,29,0,79,0,58,0,91,0.26
2339,2014,4,30,0,80,0,69,0,89,0.26
2340,2014,5,1,0,80,0,67,0,95,0.05
2341,2014,5,2,0,80,0,67,0,95,0.05
2342,2014,5,3,0,76,0,63,0,91,0.05
2343,2014,5,4,0,67,0,55,0,82,0.05
2344,2014,5,5,0,61,0,53,0,71,0.05
2345,2014,5,6,0,57,0,53,0,63,0.05
2346,2014,5,7,0,59,0,52,0,67,0.05
2347,2014,5,8,0,60,0,53,0,69,0.05
2348,2014,5,9,0,61,0,52,0,72,0.05
2349,2014,5,10,0,60,0,52,0,70,0.05
2350,2014,5,11,0,66,0,50,0,83,0.05
2351,2014,5,12,0,78,0,61,0,91,0.05
2352,2014,5,13,0,82,0,68,0,94,0.05
2353,2014,5,14,0,86,0,75,0,100,0.05
2354,2014,5,15,0,88,0,74,0,101,0.05
2355,2014,5,16,0,81,0,69,0,95,0.05
2356,2014,5,17,0,68,0,58,0,81,0.05
2357,2014,5,18,0,65,0,56,0,75,0.05
2358,2014,5,19,0,64,0,56,0,70,0.05
2359,2014,5,20,0,61,0,55,0,69,0.05
2360,2014,5,21,0,61,0,50,0,71,0.05
2361,2014,5,22,0,61,0,58,0,64,0.05
2362,2014,5,23,0,64,0,58,0,74,0.05
2363,2014,5,24,0,61,0,58,0,65,0.05
2364,2014,5,25,0,66,0,59,0,79,0.05
2365,2014,5,26,0,68,0,60,0,80,0.05
2366,2014,5,27,0,68,0,60,0,79,0.05
2367,2014,5,28,0,66,0,59,0,78,0.05
2368,2014,5,29,0,66,0,58,0,77,0.05
2369,2014,5,30,0,67,0,56,0,79,0.05
2370,2014,5,31,0,67,0,55,0,81,0.05
2371,2014,6,1,0,68,0,55,0,81,0.14
2372,2014,6,2,0,66,0,54,0,79,0.14
2373,2014,6,3,0,69,0,57,0,86,0.14
2374,2014,6,4,0,68,0,53,0,82,0.14
2375,2014,6,5,0,66,0,55,0,79,0.14
2376,2014,6,6,0,64,0,56,0,74,0.14
2377,2014,6,7,0,65,0,59,0,75,0.14
2378,2014,6,8,0,67,0,59,0,79,0.14
2379,2014,6,9,0,66,0,59,0,80,0.14
2380,2014,6,10,0,64,0,60,0,73,0.14
2381,2014,6,11,0,66,0,59,0,77,0.14
2382,2014,6,12,0,67,0,59,0,78,0.14
2384,2014,6,14,0,66,0,56,0,76,0.14
2385,2014,6,15,0,66,0,59,0,76,0.14
2386,2014,6,16,0,66,0,58,0,76,0.14
2387,2014,6,17,0,64,0,56,0,75,0.14
2388,2014,6,18,0,63,0,52,0,74,0.14
2389,2014,6,19,0,66,0,54,0,80,0.14
2390,2014,6,20,0,67,0,54,0,81,0.14
2391,2014,6,21,0,67,0,56,0,81,0.14
2392,2014,6,22,0,66,0,58,0,77,0.14
2393,2014,6,23,0,66,0,58,0,76,0.14
2394,2014,6,24,0,66,0,60,0,77,0.14
2395,2014,6,25,0,67,0,59,0,78,0.14
2396,2014,6,26,0,68,0,61,0,79,0.14
2397,2014,6,27,0,67,0,61,0,77,0.14
2398,2014,6,28,0,67,0,61,0,78,0.14
2399,2014,6,29,0,68,0,61,0,80,0.14
2400,2014,6,30,0,68,0,61,0,78,0.14
2401,2014,8,1,0,72,0,65,0,82,0.17
2402,2014,8,2,0,71,0,63,0,85,0.17
2403,2014,8,3,0,74,0,68,0,84,0.17
2404,2014,8,4,0,74,0,63,0,84,0.17
2405,2014,8,5,0,70,0,58,0,85,0.17
2406,2014,8,6,0,68,0,60,0,79,0.17
2407,2014,8,7,0,68,0,61,0,78,0.17
2408,2014,8,8,0,70,0,64,0,79,0.17
2409,2014,8,9,0,71,0,64,0,81,0.17
2410,2014,8,10,0,72,0,62,0,84,0.17
2411,2014,8,11,0,72,0,62,0,84,0.17
2412,2014,8,12,0,71,0,63,0,83,0.17
2413,2014,8,13,0,70,0,62,0,82,0.17
2414,2014,8,14,0,72,0,62,0,87,0.17
2415,2014,8,15,0,77,0,62,0,94,0.17
2416,2014,8,16,0,79,0,65,0,94,0.17
2417,2014,8,17,0,77,0,65,0,91,0.17
2418,2014,8,18,0,71,0,61,0,86,0.17
2419,2014,8,19,0,69,0,62,0,79,0.17
2420,2014,8,20,0,69,0,60,0,81,0.17
2421,2014,8,21,0,71,0,62,0,84,0.17
2422,2014,8,22,0,71,0,62,0,84,0.17
2423,2014,8,23,0,69,0,58,0,82,0.17
2424,2014,8,24,0,69,0,59,0,82,0.17
2425,2014,8,25,0,72,0,63,0,84,0.17
2426,2014,8,26,0,74,0,61,0,87,0.17
2427,2014,8,27,0,80,0,67,0,95,0.17
2428,2014,8,28,0,83,0,71,0,97,0.17
2429,2014,8,29,0,74,0,64,0,87,0.17
2430,2014,8,30,0,72,0,58,0,90,0.17
2431,2014,8,31,0,72,0,61,0,85,0.17
2432,2014,9,1,0,71,0,61,0,84,0.02
2433,2014,9,2,0,71,0,62,0,83,0.02
2434,2014,9,3,0,71,0,64,0,82,0.02
2435,2014,9,4,0,70,0,62,0,80,0.02
2436,2014,9,5,0,71,0,61,0,86,0.02
2437,2014,9,6,0,78,0,63,0,98,0.02
2438,2014,9,7,0,80,0,71,0,97,0.02
2439,2014,9,8,0,78,0,71,0,91,0.02
2440,2014,9,9,0,77,0,66,0,88,0.02
2441,2014,9,10,0,76,0,65,0,92,0.02
2442,2014,9,11,0,79,0,68,0,94,0.02
2443,2014,9,12,0,80,0,68,0,96,0.02
2444,2014,9,13,0,83,0,69,0,99,0.02
2445,2014,9,14,0,87,0,73,0,103,0.02
2446,2014,9,15,0,86,0,72,0,103,0.02
2447,2014,9,16,0,86,0,74,0,102,0.02
2448,2014,9,17,0,84,0,69,0,94,0.02
2449,2014,9,18,0,72,0,63,0,83,0.02
2450,2014,9,19,0,70,0,63,0,79,0.02
2451,2014,9,20,0,68,0,62,0,78,0.02
2452,2014,9,21,0,69,0,62,0,80,0.02
2453,2014,9,22,0,70,0,60,0,82,0.02
2454,2014,9,23,0,73,0,61,0,89,0.02
2455,2014,9,24,0,79,0,65,0,97,0.02
2456,2014,9,25,0,78,0,68,0,90,0.02
2457,2014,9,26,0,71,0,61,0,82,0.02
2458,2014,9,27,0,65,0,58,0,75,0.02
2459,2014,9,28,0,66,0,58,0,76,0.02
2460,2014,9,29,0,68,0,58,0,80,0.02
2461,2014,9,30,0,72,0,61,0,87,0.02
2462,2014,11,1,0,59,0,52,0,66,0.26
2463,2014,11,2,0,57,0,50,0,67,0.26
2464,2014,11,3,0,61,0,51,0,75,0.26
2465,2014,11,4,0,69,0,59,0,80,0.26
2466,2014,11,5,0,75,0,64,0,87,0.26
2467,2014,11,6,0,79,0,70,0,90,0.26
2468,2014,11,7,0,76,0,68,0,88,0.26
2469,2014,11,8,0,75,0,64,0,90,0.26
2470,2014,11,9,0,65,0,57,0,81,0.26
2471,2014,11,10,0,61,0,54,0,69,0.26
2472,2014,11,11,0,62,0,59,0,67,0.26
2473,2014,11,12,0,61,0,55,0,68,0.26
2474,2014,11,13,0,61,0,55,0,69,0.26
2475,2014,11,14,0,61,0,55,0,69,0.26
2476,2014,11,15,0,61,0,54,0,70,0.26
2477,2014,11,16,0,63,0,55,0,72,0.26
2478,2014,11,17,0,68,0,63,0,78,0.26
2479,2014,11,18,0,65,0,55,0,76,0.26
2480,2014,11,19,0,61,0,53,0,72,0.26
2481,2014,11,20,0,60,0,52,0,70,0.26
2482,2014,11,21,0,60,0,54,0,69,0.26
2483,2014,11,22,0,60,0,53,0,71,0.26
2484,2014,11,23,0,64,0,53,0,77,0.26
2485,2014,11,24,0,68,0,59,0,79,0.26
2486,2014,11,25,0,69,0,62,0,80,0.26
2487,2014,11,26,0,74,0,62,0,87,0.26
2488,2014,11,27,0,76,0,66,0,89,0.26
2489,2014,11,28,0,70,0,61,0,83,0.26
2490,2014,11,29,0,62,0,53,0,75,0.26
2491,2014,11,30,0,61,0,58,0,65,0.26
2492,2014,12,1,0,62,0,55,0,69,4.39
2493,2014,12,2,0,60,0,55,0,66,4.39
2494,2014,12,3,0,63,0,59,0,66,4.39
2495,2014,12,4,0,62,0,55,0,69,4.39
2496,2014,12,5,0,60,0,56,0,67,4.39
2497,2014,12,6,0,62,0,55,0,71,4.39
2498,2014,12,7,0,66,0,58,0,78,4.39
2499,2014,12,8,0,65,0,60,0,75,4.39
2500,2014,12,9,0,63,0,54,0,75,4.39
2501,2014,12,10,0,60,0,54,0,70,4.39
2502,2014,12,11,0,60,0,55,0,67,4.39
2503,2014,12,12,0,54,0,51,0,61,4.39
2504,2014,12,13,0,53,0,49,0,62,4.39
2505,2014,12,14,0,54,0,47,0,64,4.39
2506,2014,12,15,0,55,0,50,0,63,4.39
2507,2014,12,16,0,54,0,51,0,59,4.39
2508,2014,12,17,0,54,0,50,0,62,4.39
2509,2014,12,18,0,54,0,49,0,62,4.39
2510,2014,12,19,0,56,0,49,0,65,4.39
2511,2014,12,20,0,55,0,49,0,62,4.39
2512,2014,12,21,0,57,0,51,0,68,4.39
2513,2014,12,22,0,63,0,54,0,75,4.39
2514,2014,12,23,0,68,0,56,0,82,4.39
2515,2014,12,24,0,63,0,55,0,75,4.39
2516,2014,12,25,0,57,0,51,0,65,4.39
2517,2014,12,26,0,55,0,51,0,62,4.39
2518,2014,12,27,0,52,0,45,0,63,4.39
2519,2014,12,28,0,50,0,44,0,61,4.39
2520,2014,12,29,0,50,0,42,0,61,4.39
2521,2014,12,30,0,48,0,38,0,56,4.39
2522,2014,12,31,0,43,0,37,0,52,4.39
2523,2015,1,1,0,46,0,37,0,57,0.88
2524,2015,1,2,0,48,0,40,0,59,0.88
2525,2015,1,3,0,50,0,42,0,62,0.88
2526,2015,1,4,0,57,0,46,0,70,0.88
2527,2015,1,5,0,69,0,56,0,81,0.88
2528,2015,1,6,0,73,0,65,0,83,0.88
2529,2015,1,7,0,68,0,60,0,82,0.88
2530,2015,1,8,0,62,0,56,0,71,0.88
2531,2015,1,9,0,59,0,52,0,69,0.88
2532,2015,1,10,0,58,0,52,0,67,0.88
2533,2015,1,11,0,56,0,51,0,59,0.88
2534,2015,1,12,0,56,0,51,0,64,0.88
2535,2015,1,13,0,59,0,52,0,68,0.88
2536,2015,1,14,0,61,0,54,0,72,0.88
2537,2015,1,15,0,63,0,56,0,75,0.88
2538,2015,1,16,0,63,0,57,0,73,0.88
2539,2015,1,17,0,63,0,56,0,76,0.88
2540,2015,1,18,0,62,0,56,0,73,0.88
2541,2015,1,19,0,59,0,49,0,69,0.88
2542,2015,1,20,0,53,0,46,0,57,0.88
2543,2015,1,21,0,60,0,51,0,75,0.88
2544,2015,1,22,0,65,0,58,0,76,0.88
2545,2015,1,23,0,66,0,57,0,74,0.88
2546,2015,1,24,0,71,0,64,0,79,0.88
2547,2015,1,25,0,71,0,64,0,82,0.88
2548,2015,1,26,0,64,0,52,0,78,0.88
2549,2015,1,27,0,61,0,54,0,72,0.88
2550,2015,1,28,0,65,0,57,0,75,0.88
2551,2015,1,29,0,64,0,59,0,70,0.88
2552,2015,1,30,0,60,0,53,0,65,0.88
2553,2015,1,31,0,57,0,52,0,67,0.88
2554,2015,2,1,0,62,0,52,0,75,0.99
2555,2015,2,2,0,63,0,55,0,75,0.99
2556,2015,2,3,0,61,0,50,0,74,0.99
2557,2015,2,4,0,58,0,44,0,76,0.99
2558,2015,2,5,0,61,0,50,0,82,0.99
2559,2015,2,6,0,61,0,47,0,77,0.99
2560,2015,2,7,0,62,0,49,0,75,0.99
2561,2015,2,8,0,66,0,57,0,78,0.99
2562,2015,2,9,0,63,0,53,0,75,0.99
2563,2015,2,10,0,64,0,54,0,75,0.99
2564,2015,2,11,0,75,0,65,0,85,0.99
2565,2015,2,12,0,75,0,68,0,87,0.99
2566,2015,2,13,0,74,0,66,0,87,0.99
2567,2015,2,14,0,71,0,61,0,84,0.99
2568,2015,2,15,0,65,0,51,0,79,0.99
2569,2015,2,16,0,58,0,47,0,69,0.99
2570,2015,2,17,0,58,0,52,0,70,0.99
2571,2015,2,18,0,58,0,50,0,72,0.99
2572,2015,2,19,0,57,0,47,0,74,0.99
2573,2015,2,20,0,57,0,51,0,68,0.99
2574,2015,2,21,0,58,0,52,0,65,0.99
2575,2015,2,22,0,56,0,52,0,60,0.99
2576,2015,2,23,0,55,0,48,0,63,0.99
2577,2015,2,24,0,58,0,48,0,71,0.99
2578,2015,2,25,0,58,0,50,0,70,0.99
2579,2015,2,26,0,57,0,49,0,68,0.99
2580,2015,2,27,0,57,0,49,0,66,0.99
2581,2015,2,28,0,54,0,50,0,60,0.99
2582,2015,3,1,0,52,0,49,0,58,0.36
2583,2015,3,2,0,51,0,46,0,61,0.36
2584,2015,3,3,0,54,0,46,0,64,0.36
2585,2015,3,4,0,58,0,47,0,71,0.36
2586,2015,3,5,0,64,0,51,0,76,0.36
2587,2015,3,6,0,71,0,61,0,83,0.36
2588,2015,3,7,0,71,0,61,0,85,0.36
2589,2015,3,8,0,64,0,53,0,78,0.36
2590,2015,3,9,0,58,0,47,0,71,0.36
2591,2015,3,10,0,66,0,51,0,82,0.36
2592,2015,3,11,0,66,0,59,0,78,0.36
2593,2015,3,12,0,72,0,58,0,83,0.36
2594,2015,3,13,0,78,0,69,0,91,0.36
2595,2015,3,14,0,80,0,71,0,91,0.36
2596,2015,3,15,0,80,0,70,0,91,0.36
2597,2015,3,16,0,76,0,64,0,89,0.36
2598,2015,3,17,0,68,0,60,0,81,0.36
2599,2015,3,18,0,62,0,55,0,71,0.36
2600,2015,3,19,0,63,0,55,0,73,0.36
2601,2015,3,20,0,65,0,54,0,82,0.36
2602,2015,3,21,0,60,0,49,0,74,0.36
2603,2015,3,22,0,59,0,52,0,69,0.36
2604,2015,3,23,0,60,0,52,0,70,0.36
2605,2015,3,24,0,61,0,51,0,71,0.36
2606,2015,3,25,0,68,0,55,0,80,0.36
2607,2015,3,26,0,78,0,65,0,91,0.36
2608,2015,3,27,0,75,0,60,0,92,0.36
2609,2015,3,28,0,68,0,56,0,84,0.36
2610,2015,3,29,0,63,0,51,0,83,0.36
2611,2015,3,30,0,62,0,50,0,79,0.36
2612,2015,3,31,0,59,0,48,0,74,0.36
2613,2015,4,1,0,61,0,51,0,74,0.07
2614,2015,4,2,0,61,0,51,0,72,0.07
2615,2015,4,3,0,71,0,56,0,87,0.07
2616,2015,4,4,0,69,0,55,0,82,0.07
2617,2015,4,5,0,60,0,52,0,68,0.07
2618,2015,4,6,0,56,0,47,0,66,0.07
2619,2015,4,7,0,56,0,48,0,67,0.07
2620,2015,4,8,0,57,0,45,0,68,0.07
2621,2015,4,9,0,59,0,50,0,72,0.07
2622,2015,4,10,0,58,0,49,0,69,0.07
2623,2015,4,11,0,60,0,50,0,71,0.07
2624,2015,4,12,0,62,0,52,0,73,0.07
2625,2015,4,13,0,62,0,51,0,76,0.07
2626,2015,4,14,0,62,0,54,0,73,0.07
2627,2015,4,15,0,66,0,53,0,82,0.07
2628,2015,4,16,0,69,0,58,0,80,0.07
2629,2015,4,17,0,69,0,56,0,84,0.07
2630,2015,4,18,0,66,0,55,0,78,0.07
2631,2015,4,19,0,63,0,53,0,77,0.07
2632,2015,4,20,0,60,0,52,0,70,0.07
2633,2015,4,21,0,58,0,54,0,63,0.07
2634,2015,4,22,0,59,0,53,0,67,0.07
2635,2015,4,23,0,59,0,54,0,64,0.07
2636,2015,4,24,0,57,0,54,0,61,0.07
2637,2015,4,25,0,57,0,53,0,62,0.07
2638,2015,4,26,0,60,0,49,0,71,0.07
2639,2015,4,27,0,70,0,53,0,86,0.07
2640,2015,4,28,0,77,0,62,0,92,0.07
2641,2015,4,29,0,78,0,61,0,97,0.07
2642,2015,4,30,0,78,0,66,0,93,0.07
2643,2015,5,1,0,78,0,66,0,94,0.71
2644,2015,5,2,0,69,0,55,0,85,0.71
2645,2015,5,3,0,61,0,54,0,71,0.71
2646,2015,5,4,0,61,0,53,0,70,0.71
2647,2015,5,5,0,58,0,52,0,66,0.71
2648,2015,5,6,0,59,0,54,0,67,0.71
2649,2015,5,7,0,56,0,49,0,64,0.71
2650,2015,5,8,0,54,0,48,0,63,0.71
2651,2015,5,9,0,57,0,50,0,63,0.71
2652,2015,5,10,0,62,0,50,0,76,0.71
2653,2015,5,11,0,63,0,51,0,76,0.71
2654,2015,5,12,0,59,0,50,0,71,0.71
2655,2015,5,13,0,59,0,50,0,67,0.71
2656,2015,5,14,0,55,0,51,0,65,0.71
2657,2015,5,15,0,56,0,51,0,66,0.71
2658,2015,5,16,0,59,0,52,0,68,0.71
2659,2015,5,17,0,60,0,51,0,70,0.71
2660,2015,5,18,0,60,0,52,0,68,0.71
2661,2015,5,19,0,61,0,54,0,70,0.71
2662,2015,5,20,0,60,0,53,0,70,0.71
2663,2015,5,21,0,59,0,56,0,67,0.71
2664,2015,5,22,0,58,0,54,0,64,0.71
2665,2015,5,23,0,60,0,54,0,67,0.71
2666,2015,5,24,0,59,0,56,0,68,0.71
2667,2015,5,25,0,59,0,55,0,65,0.71
2668,2015,5,26,0,62,0,57,0,73,0.71
2669,2015,5,27,0,62,0,57,0,72,0.71
2670,2015,5,28,0,62,0,56,0,75,0.71
2671,2015,5,29,0,63,0,56,0,77,0.71
2672,2015,5,30,0,64,0,56,0,77,0.71
2673,2015,5,31,0,63,0,57,0,75,0.71
2674,2015,6,1,0,65,0,57,0,75,0.02
2675,2015,6,2,0,64,0,54,0,74,0.02
2676,2015,6,3,0,64,0,58,0,74,0.02
2677,2015,6,4,0,62,0,58,0,74,0.02
2678,2015,6,5,0,62,0,55,0,71,0.02
2679,2015,6,6,0,64,0,55,0,75,0.02
2680,2015,6,7,0,67,0,55,0,83,0.02
2681,2015,6,8,0,73,0,57,0,95,0.02
2682,2015,6,9,0,76,0,64,0,90,0.02
2683,2015,6,10,0,66,0,61,0,74,0.02
2684,2015,6,11,0,65,0,60,0,76,0.02
2685,2015,6,12,0,64,0,59,0,71,0.02
2686,2015,6,13,0,64,0,59,0,74,0.02
2687,2015,6,14,0,67,0,61,0,78,0.02
2688,2015,6,15,0,68,0,61,0,81,0.02
2689,2015,6,16,0,67,0,57,0,80,0.02
2690,2015,6,17,0,67,0,58,0,80,0.02
2691,2015,6,18,0,68,0,56,0,83,0.02
2692,2015,6,19,0,72,0,56,0,88,0.02
2693,2015,6,20,0,69,0,56,0,84,0.02
2694,2015,6,21,0,68,0,58,0,81,0.02
2695,2015,6,22,0,69,0,56,0,85,0.02
2696,2015,6,23,0,70,0,56,0,84,0.02
2697,2015,6,24,0,69,0,59,0,84,0.02
2698,2015,6,25,0,69,0,57,0,83,0.02
2699,2015,6,26,0,71,0,60,0,84,0.02
2700,2015,6,27,0,69,0,60,0,78,0.02
2701,2015,6,28,0,76,0,65,0,92,0.02
2702,2015,6,29,0,73,0,64,0,88,0.02
2703,2015,6,30,0,75,0,63,0,87,0.02
2704,2015,7,1,0,74,0,66,0,86,0.72
2705,2015,7,2,0,74,0,64,0,88,0.72
2706,2015,7,3,0,71,0,61,0,85,0.72
2707,2015,7,4,0,68,0,62,0,78,0.72
2708,2015,7,5,0,67,0,62,0,78,0.72
2709,2015,7,6,0,67,0,62,0,77,0.72
2710,2015,7,7,0,67,0,62,0,76,0.72
2711,2015,7,8,0,67,0,62,0,75,0.72
2712,2015,7,9,0,66,0,62,0,74,0.72
2713,2015,7,10,0,67,0,60,0,75,0.72
2714,2015,7,11,0,67,0,57,0,76,0.72
2715,2015,7,12,0,69,0,58,0,82,0.72
2716,2015,7,13,0,72,0,60,0,84,0.72
2717,2015,7,14,0,68,0,61,0,80,0.72
2718,2015,7,15,0,68,0,61,0,80,0.72
2719,2015,7,16,0,69,0,61,0,79,0.72
2720,2015,7,17,0,71,0,61,0,84,0.72
2721,2015,7,18,0,70,0,63,0,78,0.72
2722,2015,7,19,0,77,0,70,0,87,0.72
2723,2015,7,20,0,74,0,68,0,82,0.72
2724,2015,7,21,0,70,0,68,0,74,0.72
2725,2015,7,22,0,72,0,67,0,81,0.72
2726,2015,7,23,0,73,0,66,0,82,0.72
2727,2015,7,24,0,74,0,64,0,88,0.72
2728,2015,7,25,0,75,0,62,0,88,0.72
2729,2015,7,26,0,71,0,61,0,81,0.72
2730,2015,7,27,0,69,0,60,0,79,0.72
2731,2015,7,28,0,70,0,60,0,82,0.72
2732,2015,7,29,0,71,0,65,0,83,0.72
2733,2015,7,30,0,73,0,66,0,84,0.72
2734,2015,7,31,0,74,0,65,0,86,0.72
2735,2015,8,1,0,70,0,63,0,81,0.03
2736,2015,8,2,0,70,0,63,0,85,0.03
2737,2015,8,3,0,72,0,63,0,84,0.03
2738,2015,8,4,0,76,0,62,0,91,0.03
2739,2015,8,5,0,77,0,65,0,94,0.03
2740,2015,8,6,0,72,0,65,0,85,0.03
2741,2015,8,7,0,69,0,64,0,77,0.03
2742,2015,8,8,0,69,0,61,0,78,0.03
2743,2015,8,9,0,67,0,59,0,78,0.03
2744,2015,8,10,0,68,0,60,0,79,0.03
2745,2015,8,11,0,68,0,58,0,79,0.03
2746,2015,8,12,0,76,0,61,0,94,0.03
2747,2015,8,13,0,79,0,66,0,94,0.03
2748,2015,8,14,0,83,0,69,0,102,0.03
2749,2015,8,15,0,85,0,71,0,103,0.03
2750,2015,8,16,0,83,0,68,0,100,0.03
2751,2015,8,17,0,73,0,65,0,86,0.03
2752,2015,8,18,0,71,0,64,0,82,0.03
2753,2015,8,19,0,70,0,61,0,81,0.03
2754,2015,8,20,0,71,0,64,0,80,0.03
2755,2015,8,21,0,70,0,64,0,78,0.03
2756,2015,8,22,0,70,0,63,0,81,0.03
2757,2015,8,23,0,71,0,63,0,83,0.03
2758,2015,8,24,0,72,0,63,0,84,0.03
2759,2015,8,25,0,75,0,64,0,87,0.03
2760,2015,8,26,0,78,0,67,0,93,0.03
2761,2015,8,27,0,81,0,70,0,96,0.03
2762,2015,8,28,0,83,0,72,0,97,0.03
2763,2015,8,29,0,82,0,70,0,96,0.03
2764,2015,8,30,0,76,0,68,0,88,0.03
2765,2015,8,31,0,71,0,64,0,81,0.03
2766,2015,9,1,0,70,0,63,0,82,0.91
2767,2015,9,2,0,69,0,61,0,78,0.91
2768,2015,9,3,0,68,0,61,0,77,0.91
2769,2015,9,4,0,68,0,60,0,77,0.91
2770,2015,9,5,0,69,0,60,0,80,0.91
2771,2015,9,6,0,75,0,61,0,91,0.91
2772,2015,9,7,0,82,0,70,0,94,0.91
2773,2015,9,8,0,86,0,73,0,102,0.91
2774,2015,9,9,0,86,0,75,0,102,0.91
